"name","slug","governance_state","issue_type","sources","n_sources","source_adds","in_db","equivalent_to","doctrine_status","publication_status","parse_confidence","add_confidence","family","primary_operator","add_formula","parser_notes","unresolved_questions","provenance_notes"
"Surging Ducking Paradox Torque","surging-ducking-paradox-torque","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","8","False","","","","none","","no-notation","","","","",""
"Swifter","swifter","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves,passback","2","4","False","","","","high","","clip-back-swirl-clip","","","","",""
"Swirlwind","swirlwind","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","7","False","","","","high","","clip-spin-whirl","","","","",""
"Swivel","swivel","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-spin-clip","","","","",""
"Syberian Express","syberian-express","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","7","False","","","","high","","clip-duck-clip","","","","",""
"Symp Eggbeater","symp-eggbeater","3 Observationally represented","accidental omission / awaiting curator review","passback","1","4","False","","","","none","","no-notation","","","","",""
"Symp Illusion","symp-illusion","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Symp Mirage","symp-mirage","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","high","","no-notation","","","","",""
"Symp Swirl (op)","symp-swirl","3 Observationally represented","accidental omission / awaiting curator review","passback","1","3","False","","","","none","","no-notation","","","","",""
"Symp Whirl","symp-whirl","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Symp Whirling Swirl","symp-whirling-swirl","3 Observationally represented","accidental omission / awaiting curator review","passback","1","5","False","","","","none","","no-notation","","","","",""
"Symple Butterfly","symple-butterfly","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Symple Reverse Swirl (far)","symple-reverse-swirl","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Symple Swirl (far)","symple-swirl","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Symposium Double Leg Over","symposium-double-leg-over","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","symposium","symposium(+1) + DLO(3) --> 4 ADDs","","",""
"Symposium Down Double Down","symposium-down-double-down","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","",""
"Symposium Eggbeater","symposium-eggbeater","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","footbagmoves","1","4","False","","settled","first_class_ready","none","high","no-notation","symposium","symposium(+1) + eggbeater(3) --> 4 ADDs","","","FB.org 4-ADD confirms 'Symposium Eggbeater' (source_adds=4; jobs='SET > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > SAME TOE [DEL]'; component_flags='[bod] [dex] [dex] [del]'); ingested 2026-05-21."
"Symposium Pixie","symposium-pixie","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","3","False","","settled","first_class_ready","","high","","symposium","symposium(+1) + pixie(2) --> 3 ADDs","Symposium modifier on pixie base. No-plant-while qualifier per pt7 symposium.","",""
"Symposium Reverse Whirl","symposium-reverse-whirl","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","symposium","symposium(+1) + reverse-whirl(3) --> 4 ADDs","","",""
"Symposium Torque","symposium-torque","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","5","False","","settled","first_class_ready","","high","","symposium","symposium(+1) + torque(4) --> 5 ADDs","","",""
"Symposium Whirling Swirl","symposium-whirling-swirl","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","5","False","","settled","first_class_ready","","high","","symposium","symposium(+1) + whirling-swirl(4) --> 5 ADDs","","",""
"Tap Dance","tap-dance","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-multi-dex-toe","","","","",""
"Tapping Illusion","tapping-illusion","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","3","False","","settled","first_class_ready","","high","","tapping","tapping(+1) + illusion(2) --> 3 ADDs","pt3 tapping = +1 modifier. Distinct from stepping per pt3.","",""
"Tapping Legover","tapping-legover","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","passback","1","3","False","","settled","first_class_ready","none","high","no-notation","tapping","tapping(+1) + legover(2) --> 3 ADDs","pt3 tapping modifier.","","FB.org 3-ADD confirms 'Tapping Legover' (source_adds=3; jobs_notation_raw='TOE > OP OUT [DEX] (plant) > SAME OUT [DEX] > SAME TOE [DEL]'; component_flags='[dex] [dex] [del]'); ingested 2026-05-21."
"Tapping Pickup","tapping-pickup","3 Observationally represented","accidental omission / awaiting curator review","passback","1","3","False","","","","none","","no-notation","","","","",""
"Tapwater","tapwater","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-spin-clip","","","","",""
"Terminator","terminator","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","clip-multi-dex-toe","","","","",""
"Terraging Opposite Clipper","terraging-opposite-clipper","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","dex","terraging(+1) + xbody-toe(3) --> 4 ADDs","Terraging modifier with opposite-clipper terminator. pt6 terraging = +3 modifier; here as compound.","",""
"Terraging Same Clipper","terraging-same-clipper","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","dex","terraging(+1) + same-clipper(3) --> 4 ADDs","Terraging modifier with same-side clipper terminator.","",""
"Timberwulff","timberwulff","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","clip-spin-clip","","","","",""
"Tobius","tobius","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-spin-clip","","","","",""
"Toe Blizzard","toe-blizzard","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","3","False","","settled","first_class_ready","","high","","quantum","quantum(+1) + illusion(2) --> 3 ADDs","pt10 ruled Quantum = +1 modifier. Source equates Toe Blizzard to Quantum Illusion.","","FB.org source parenthetical ""(Quantum Illusion)"" preserved as alternate name."
"Toe Clipper","toe-clipper","3 Observationally represented","accidental omission / awaiting curator review","fborg","1","2","False","","settled","candidate","","high","","flying","flying(1) + cross-body(1) --> 2 ADDs","Body-flying clipper variant with toe contact.","",""
"Toe Ducking Legover","toe-ducking-legover","3 Observationally represented","accidental omission / awaiting curator review","passback","1","3","False","","","","none","","no-notation","","","","",""
"Toe Gyro Mirage","toe-gyro-mirage","3 Observationally represented","accidental omission / awaiting curator review","passback","1","3","False","","","","none","","no-notation","","","","",""
"Toe Ripwalk","toe-ripwalk","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","quantum","quantum(+1) + butterfly(3) --> 4 ADDs","Alt name ""Quantum Butterfly"" preserved.","",""
"Toe Spinning Toe","toe-spinning-toe","3 Observationally represented","accidental omission / awaiting curator review","passback","1","2","False","","","","none","","no-notation","","","","",""
"Tofu","tofu","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-spin-whirl","","","","",""
"Torch-r Rack","torch-r-rack","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","footbagmoves","1","6","False","","settled","first_class_ready","high","high","clip-multi-dex-clip","stepping","stepping(+1) + superfly(5) --> 6 ADDs","Source carries two alt-names: phonetic ""torture rack"" and structural ""Stepping Superfly"".","","FB.org 6-ADD confirms 'Torch-r Rack' (source_adds=6; jobs='CLIP > OP IN [DEX] (plant) > (no plant while) SAME OUT [BOD] [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21."
"Tornado","tornado","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-spin-toe","","","","",""
"Torquescrew","torquescrew","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-spin-whirl","","","","",""
"Torus","torus","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-spin-toe","","","","",""
"Tremor","tremor","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-double-dex-clip","","","","",""
"Triadon","triadon","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-multi-dex-clip","","","","",""
"Trifly","trifly","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","clip-multi-dex-clip","","","","",""
"Triple ATW in-out","triple-atw-in-out","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Triple ATW out-in","triple-atw-out-in","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Triple Orbit","triple-orbit","3 Observationally represented","accidental omission / awaiting curator review","passback","1","4","False","","","","none","","no-notation","","","","",""
"Trixie","trixie","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-multi-dex-toe","","","","",""
"Trochus","trochus","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-xdex-toe","","","","",""
"Tunguska","tunguska","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-duck-toe","","","","",""
"Tutifruti","tutifruti","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-multi-dex-toe","","","","",""
"Twirl","twirl","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","footbagmoves","1","4","False","","settled","first_class_ready","high","high","clip-spin-clip","spinning","swirling(+1) + osis(3) --> 4 ADDs","Swirling-osis variant. Sibling to dyno.","","FB.org 4-ADD confirms 'Twirl' (source_adds=4; jobs='CLIP > SAME FRONT/BACK SWIRL [DEX] > (BACK) SPIN [BOD] > OP CLIP [XBD] [DEL]'; component_flags='[dex] [bod] [xbd] [del]'); ingested 2026-05-21."
"Vertigo","vertigo","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-duck-clip","","","","",""
"Void","void","3 Observationally represented","accidental omission / awaiting curator review","passback","1","5","False","","","","none","","no-notation","","","","",""
"Wahnsinn","wahnsinn","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-duck-toe","","","","",""
"Warp","warp","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","7","False","","","","high","","toe-multi-dex-toe","","","","",""
"Weaving Butterfly","weaving-butterfly","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Weaving Clipper","weaving-clipper","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Weaving Legover","weaving-legover","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Weaving Magellan","weaving-magellan","3 Observationally represented","accidental omission / awaiting curator review","passback","1","3","False","","","","none","","no-notation","","","","",""
"Weaving Osis","weaving-osis","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Weaving Pickup","weaving-pickup","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Weaving Pigbeater","weaving-pigbeater","3 Observationally represented","accidental omission / awaiting curator review","passback","1","5","False","","","","none","","no-notation","","","","",""
"Weaving Whirl","weaving-whirl","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Wentletrappe","wentletrappe","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-spin-toe","","","","",""
"Whale Tail","whale-tail","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","clip-spin-toe","","","","",""
"What!?","what!?","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Whirling far Butterfly","whirling-far-butterfly","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Whirling pdx Mirage","whirling-pdx-mirage","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Whirling Rake","whirling-rake","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Whirlwalk","whirlwalk","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-front-whirl-clip","","","","",""
"Whirlygig","whirlygig","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves,passback","2","6","False","","","","high","","clip-front-whirl-clip","","","","",""
"Whisk","whisk","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-paradox-toe","","","","",""
"Wookie","wookie","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-multi-dex-clip","","","","",""
"Yoda","yoda","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","footbagmoves","1","5","False","yoda (live DB; Pixie Ripwalk)","settled","first_class_ready","medium","high","toe-multi-dex-clip","pixie","pixie(+1) + ripwalk(4) --> 5 ADDs","","","FB.org 5-ADD confirms 'Yoda' (source_adds=5; jobs='TOE > SAME IN [DEX] > OP IN [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21."
"Your Mom","your-mom","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","7","False","","","","high","","toe-multi-dex-clip","","","","",""
"Your Sister","your-sister","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","8","False","","","","high","","toe-multi-dex-clip","","","","",""
"Zig Zag","zig-zag","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","clip-back-swirl-clip","","","","",""
"Zipwalk","zipwalk","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","low","","?-walk-?","","","","",""
"Zulu Clipper","zulu-clipper","3 Observationally represented","accidental omission / awaiting curator review","passback","1","3","False","","","","none","","no-notation","","","","",""
"Zulu Le Loup","zulu-le-loup","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","medium","","clip-dive-clip","","","","",""
"Zulu Legover","zulu-legover","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Zulu Osis","zulu-osis","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Zulu Pickup","zulu-pickup","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Zulu Whirl","zulu-whirl","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","",""
"Butterfly Kick","butterfly-kick","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","3","False","","hedged","observational","","medium","","flying","flying(1) + dex(1) + xbody(1) --> 3 ADDs","Body-flying butterfly variant. No stall terminator. Observational.","Whether Butterfly Kick is a canonical trick or a body-flying variant alias.",""
"Double Around the World Heel","double-around-the-world-heel","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","4","False","","hedged","observational","","medium","","dex","dex(1) + dex(1) + unusual surface(1) + stall(1) --> 4 ADDs","","Whether DATW-heel is a canonical trick or a heel-stall variant of DATW.",""
"Double Blender","double-blender","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","5","False","","hedged","observational","","medium","","spinning","dex(1) + blender(4) --> 5 ADDs","","Whether Double Blender is a canonical trick or a doubled-dex blender variant.",""
"Double Pickup","double-pickup","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","3","False","","hedged","observational","","medium","","dex","dex(1) + dex(1) + stall(1) --> 3 ADDs","Clipper-set double-dex pickup variant.","Whether Double Pickup is a canonical trick or a clipper-set variant of DATW.",""
"Double Spinning Osis","double-spinning-osis","4 Pending symbolic resolution","parser limitation / ontology limitation","footbagmoves,passback","2","4,5","False","","hedged","observational","none","medium","no-notation","spin","body(1) + body(1) + osis(3) --> 5 ADDs","","Multiplicity compound (two spins before osis); canonical vs modifier.","FB.org 5-ADD confirms 'Double Spinning Osis' (source_adds=5; jobs='SET > SPIN [BOD] > SPIN [BOD] > (BACK) SPIN [BOD] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21."
"Double Switch-Over","double-switch-over","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","3","False","","hedged","observational","","medium","","dex","dex(1) + dex(1) + stall(1) --> 3 ADDs","Double-dex legover variant.","Whether Double Switch-Over is canonical or a doubling alias.",""
"Dragon","dragon","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","2","False","","hedged","observational","","medium","","stall","cross-body(1) + stall(1) --> 2 ADDs","Folk-named cross-body outside delay. Source description is brief; specialized variant.","Is Dragon a distinct canonical trick or an alias for a cross-body outside stall variant?",""
"Fairy Butterfly","fairy-butterfly","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","4","False","","pending","observational","","low","","fairy","fairy(+1?) + butterfly(3) --> 4 ADDs","","Fairy modifier ADD weight pending pt12 Q4 batch.",""
"Fairy Clipper","fairy-clipper","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","3","False","","pending","observational","","low","","fairy","fairy(+1?) + clipper-stall(2) --> 3 ADDs","Fairy modifier compound. pt12 Q4 batch open: fairy-as-modifier status unresolved.","Fairy modifier ADD weight pending pt12 Q4 batch.",""
"Fairy Drifter","fairy-drifter","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","4","False","","pending","observational","","low","","fairy","fairy(+1?) + drifter(3) --> 4 ADDs","","Fairy modifier ADD weight pending pt12 Q4 batch.",""
"Fairy Leg Over","fairy-leg-over","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","3","False","","pending","observational","","low","","fairy","fairy(+1?) + legover(2) --> 3 ADDs","pt12 Q4 batch open.","Fairy modifier ADD weight pending pt12 Q4 batch.",""
"Fairy Merkon","fairy-merkon","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","4","False","","pending","observational","","low","","fairy","fairy(+1?) + merkon(3) --> 4 ADDs","","Fairy modifier ADD weight pending pt12 Q4 batch.",""
"Fairy Same Side Mirage","fairy-same-side-mirage","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","3","False","","pending","observational","","low","","fairy","fairy(+1?) + ss-mirage(2) --> 3 ADDs","pt12 Q4 batch open.","Fairy modifier ADD weight pending pt12 Q4 batch.",""
"Fairy Same Side Whirl","fairy-same-side-whirl","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","4","False","","pending","observational","","low","","fairy","fairy(+1?) + ss-whirl(3) --> 4 ADDs","","Fairy modifier ADD weight pending pt12 Q4 batch.",""
"Fairy Spyro Mirage","fairy-spyro-mirage","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","4","False","","pending","observational","","low","","fairy","fairy(+1?) + spyro-mirage(3?) --> 4 ADDs","","Fairy modifier ADD weight pending pt12 Q4 batch.",""
"Fairy Symposium Mirage","fairy-symposium-mirage","4 Pending symbolic resolution","parser limitation / ontology limitation","footbagmoves","1","4","False","","pending","observational","none","low","no-notation","fairy","fairy(+1?) + symposium-mirage(3) --> 4 ADDs","","Fairy modifier ADD weight pending pt12 Q4 batch.","FB.org 4-ADD confirms 'Fairy Symposium Mirage' (source_adds=4; jobs='TOE > SAME OUT [DEX] > (NO PLANT WHILE) OP IN [BOD] [DEX] > OP TOE [DEL]'; component_flags='[dex] [bod] [dex] [del]'); ingested 2026-05-21."
"Fairy Whirl","fairy-whirl","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg,footbagmoves","2","4","False","","pending","observational","none","low","no-notation","fairy","fairy(+1?) + whirl(3) --> 4 ADDs","","Fairy modifier ADD weight pending pt12 Q4 batch.",""
"Fear","fear","4 Pending symbolic resolution","parser limitation / ontology limitation","footbagmoves","1","3","False","","pending","observational","high","low","toe-double-dex-toe","fairy","fairy(+1?) + mirage(2) --> 3 ADDs","pt12 Q4 batch open: fairy-as-modifier status unresolved. Alternate name ""Fairy Mirage"" preserved.","Fairy modifier ADD weight pending pt12 Q4 batch.","FB.org 3-ADD confirms 'Fear' (source_adds=3; jobs_notation_raw='TOE > SAME OUT [DEX] > OP IN [DEX] > OP TOE [DEL]'; component_flags='[dex] [dex] [del]'); ingested 2026-05-21."
"Flog","flog","4 Pending symbolic resolution","parser limitation / ontology limitation","footbagmoves","1","4","False","","pending","observational","high","low","toe-multi-dex-toe","fairy","fairy(+1?) + DLO(3) --> 4 ADDs","","Fairy modifier ADD weight pending pt12 Q4 batch.","FB.org 4-ADD confirms 'Flog' (source_adds=4; jobs='TOE > SAME OUT [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL]'; component_flags='[dex] [dex] [dex] [del]'); ingested 2026-05-21."
"Frigidosis","frigidosis","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","1","False","","pending","observational","","low","","specialized-stall","dex(1) + stall(1) --> 1 ADD (folk reduced; canonical decomposition deferred)","pt11-deferred per project_freestyle_state memory (Frigidosis decomposition Red to look into; not yet settled).","Canonical Jobs notation; whether the ""freeze without spin"" qualifier counts as a distinct atom or a positional cue on inside-delay.","pt11 Red consultation deferred this trick"
"Fudge","fudge","4 Pending symbolic resolution","parser limitation / ontology limitation","footbagmoves","1","3","False","","pending","observational","high","low","toe-double-dex-toe","fairy","fairy(+1?) + illusion(2) --> 3 ADDs","pt12 Q4 batch open: fairy-as-modifier status unresolved. Alternate name ""Fairy Illusion"" preserved.","Fairy modifier ADD weight pending pt12 Q4 batch.","FB.org 3-ADD confirms 'Fudge' (source_adds=3; jobs_notation_raw='TOE > SAME OUT [DEX] > OP OUT [DEX] > OP TOE [DEL]'; component_flags='[dex] [dex] [del]'); ingested 2026-05-21."
"Hop Over Swirl","hop-over-swirl","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","4","False","","hedged","observational","","medium","","flying","flying(1) + swirl(3) --> 4 ADDs","","Whether Hop Over Swirl is a canonical trick or a hop-over-into-swirl variant.",""
"Leg-Over Flapper Stall","leg-over-flapper-stall","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","4","False","","hedged","observational","","medium","","dex","dex(1) + flapper-stall(3) --> 4 ADDs","","Whether Leg-Over Flapper Stall is canonical or a flapper-finish variant of butterfly.",""
"Miraging Pincher","miraging-pincher","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","3","False","","hedged","observational","","medium","","dex","miraging(+1) + pincher(2) --> 3 ADDs","Miraging modifier on pincher base. Alternate name ""Stepping op Squeeze"" preserved.","Whether miraging+pincher or stepping+squeeze is the canonical decomposition framing.",""
"Pandora","pandora","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","3","False","","hedged","observational","","medium","","spyro","spyro(+1?) + pickup(2) --> 3 ADDs","Alt name ""Spyro Pickup"" preserved. Alt notation: TOE > (back) SPIN [BOD] > OP IN [DEX] > SAME TOE [DEL].","Spyro-as-modifier status.",""
"Paralax","paralax","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","3","False","","hedged","observational","","medium","","spyro","spyro(+1?) + legover(2) --> 3 ADDs","Alt name ""Spyro Legover"" preserved. Alt notation: TOE > (back) SPIN [BOD] > OP OUT [DEX] > SAME TOE [DEL].","Spyro-as-modifier status.",""
"Pogo Barfly","pogo-barfly","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","5","False","","hedged","observational","","medium","","pogo","pogo(+0) + barfly(4) --> 5 ADDs","","Pogo modifier mechanics + no-plant-while interaction.",""
"Pogo Butterfly","pogo-butterfly","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","4","False","","hedged","observational","","medium","","pogo","pogo(+0) + butterfly(3) + ?--> 4 ADDs","","Pogo modifier mechanics + no-plant-while qualifier interaction; canonical decomposition framing.",""
"Pogo Paradox Barrage","pogo-paradox-barrage","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","5","False","","hedged","observational","","medium","","pogo","pogo(+0) + paradox-barrage(4) --> 5 ADDs","","Pogo modifier mechanics.",""
"Pogo Paradox Blender","pogo-paradox-blender","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","6","False","","hedged","observational","","medium","","pogo","pogo(+0) + paradox-blender(5) --> 6 ADDs","","Pogo modifier mechanics.",""
"Pogo Paradox Da Da Curve","pogo-paradox-da-da-curve","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","6","False","","hedged","observational","","medium","","pogo","pogo(+0) + paradox-dada-curve(5) --> 6 ADDs","","Pogo modifier mechanics.",""
"Pogo Paradox Drifter","pogo-paradox-drifter","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","5","False","","hedged","observational","","medium","","pogo","pogo(+0) + paradox-drifter(4) --> 5 ADDs","","Pogo modifier mechanics.",""
"Pogo Paradox Eggbeater","pogo-paradox-eggbeater","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","5","False","","hedged","observational","","medium","","pogo","pogo(+0) + paradox-eggbeater(4) --> 5 ADDs","","Pogo modifier mechanics.",""
"Pogo Paradox Mirage","pogo-paradox-mirage","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","4","False","","hedged","observational","","medium","","pogo","pogo(+?) + paradox(+1) + mirage(2) --> 4 ADDs","","Pogo modifier + paradox compositional reading.",""
"Pogo Paradox Torque","pogo-paradox-torque","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","6","False","","hedged","observational","","medium","","pogo","pogo(+0) + paradox-torque(5) --> 6 ADDs","source_description contains an individual-name aside (""or just ask Tuan Vu""); preserved verbatim at intake layer per source-truth rule; MUST be stripped at publication time per the no-individual-names-on-freestyle-views rule.","Pogo modifier mechanics.",""
"Pogo Paradox Whirl","pogo-paradox-whirl","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","5","False","","hedged","observational","","medium","","pogo","pogo(+0) + paradox-whirl(4) --> 5 ADDs","","Pogo modifier mechanics.",""
"Pogo Paradox Whirling Swirl","pogo-paradox-whirling-swirl","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","6","False","","hedged","observational","","medium","","pogo","pogo(+0) + paradox-whirling-swirl(5) --> 6 ADDs","source_description contains an individual-name aside (""or just ask Kenny Shults""); preserved verbatim at intake layer per source-truth rule; MUST be stripped at publication time per the no-individual-names-on-freestyle-views rule.","Pogo modifier mechanics.",""
"Pogo Voodoo","pogo-voodoo","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","6","False","","hedged","observational","","medium","","pogo","pogo(+0) + voodoo(5) --> 6 ADDs","","Pogo modifier mechanics.",""
"Probe","probe","4 Pending symbolic resolution","parser limitation / ontology limitation","fborg","1","2","False","","hedged","observational","","medium","","stall","cross-body(1) + stall(1) --> 2 ADDs","Specialized clipper-stall variant with blind shoulder-set entry. Historical/observational; not in live DB.","Whether Probe is a canonical trick or a folk name for a blind-set clipper variant.",""
