canonical_name,adds,base_trick,category,aliases,modifier_links,description,review_status,is_active,review_note
stepping ducking butterfly swirl,6,butterfly-swirl,compound,,stepping|ducking,Stepping + ducking on butterfly-swirl base. 6 ADD = stepping(+1) + ducking(+1) + butterfly-swirl(4); JOB CLIP > OP IN [DEX] > DUCK [BOD] > SAME OUT [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL].,expert_reviewed,1,Settled-operator mirror batch: stepping-ducking chassis (mirror stepping-ducking-smudge) before the butterfly-swirl body. 6 brackets matches 6 ADD (parser reads 5 via the known swirl-dex approximation per gyro-butterfly-swirl).
stepping diving double leg over,5,double-leg-over,compound,,stepping|diving,Stepping + diving on double-leg-over base. 5 ADD = stepping(+1) + diving(+1) + double-leg-over(3); JOB CLIP > OP IN [DEX] > DIVE [BOD] > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL].,expert_reviewed,1,Settled-operator mirror batch: stepping-diving chassis (mirror stepping-diving-mirage) with diving SAME-IN flip on the double-leg-over body. 5 brackets matches 5 ADD.
pixie diving osis,5,osis,compound,,pixie|diving,Pixie + diving on osis base. 5 ADD = pixie(+1) + diving(+1) + osis(3); JOB TOE > SAME IN [DEX] >> DIVE [BOD] >> (back) SPIN [BOD] > SAME CLIP [XBD] [DEL].,expert_reviewed,1,Settled-operator mirror batch: pixie-diving chassis (mirror pixie-diving-mirage) on the osis spin body. 5 brackets matches 5 ADD.
pixie gyro double leg over,5,double-leg-over,compound,,pixie|gyro,Pixie + gyro on double-leg-over base. 5 ADD = pixie(+1) + gyro(+1) + double-leg-over(3); JOB TOE > SAME IN [DEX] > (back) SPIN [BOD] > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL].,expert_reviewed,1,Composed chassis: pixie set-dex (SAME IN) + gyro back-spin + double-leg-over body with gyro SAME-IN lead flip; structural twin of fairy-gyro-double-leg-over with pixie's IN-dex. 5 brackets matches 5 ADD.
diving symposium whirl,5,whirl,compound,,diving|symposium,Diving + symposium on whirl base. 5 ADD = diving(+1) + symposium(+1) + whirl(3); JOB SET > DIVE [BOD] > (no plant while) OP IN [BOD] [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,Composed chassis: diving body-dip then symposium no-plant body fused on whirl's dex (the symposium-whirl dex) into the cross-body terminal; two sequential body events per the gyro-ducking-symposium-torque multi-body precedent. 5 brackets matches 5 ADD.
tapping diving mirage,4,mirage,compound,,tapping|diving,Tapping + diving on mirage base. 4 ADD = tapping(+1) + diving(+1) + mirage(2); JOB TOE > OP OUT [DEX] >> DIVE [BOD] >> OP IN [DEX] > OP TOE [DEL].,expert_reviewed,1,Composed chassis: tapping prepend-dex (OP OUT) + diving body-dip + mirage body; structural twin of pixie-diving-mirage with tapping's OP-OUT dex. 4 brackets matches 4 ADD.
tapping whirling swirl,5,swirl,compound,,tapping|whirling,Tapping + whirling on swirl base. 5 ADD = tapping(+1) + whirling(+1) + swirl(3); JOB TOE > OP OUT [DEX] >> OP IN [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL].,expert_reviewed,1,Composed chassis: tapping prepend-dex (OP OUT) onto the active whirling-swirl chassis (whirling uptime dex + back-swirl into cross-body clip). 5 brackets matches 5 ADD.
pixie butterfly swirl,5,butterfly-swirl,compound,,pixie,Pixie on butterfly-swirl base. 5 ADD = pixie(+1) + butterfly-swirl(4); JOB TOE > SAME IN [DEX] > SAME OUT [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL].,expert_reviewed,1,Mirror-safe batch: pixie set-dex prefix (mirror pixie-dyno) on the butterfly-swirl body. 5 brackets matches 5 ADD (parser reads 4 via the known swirl-dex approximation per gyro-butterfly-swirl).
shooting illusion,5,illusion,compound,,shooting,Shooting on illusion base. 5 ADD = shooting(+3) + illusion(2); JOB CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > OP OUT [DEX] > OP TOE [DEL].,expert_reviewed,1,Mirror-safe batch: shooting +3 chassis (mirror shooting-mirage) with illusion's OP-OUT dex. Opposite-side; the open shooting ss-residual does not apply. 5 brackets matches 5 ADD.
shooting legover,5,legover,compound,,shooting,Shooting on legover base. 5 ADD = shooting(+3) + legover(2); JOB CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > OP OUT [DEX] > SAME TOE [DEL].,expert_reviewed,1,Mirror-safe batch: shooting +3 chassis (mirror shooting-double-leg-over) with legover's single OP-OUT dex. Opposite-side. 5 brackets matches 5 ADD.
shooting pickup,5,pickup,compound,,shooting,Shooting on pickup base. 5 ADD = shooting(+3) + pickup(2); JOB CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > OP IN [DEX] > SAME TOE [DEL].,expert_reviewed,1,Mirror-safe batch: shooting +3 chassis (mirror shooting-mirage) with pickup's OP-IN dex and same-toe terminal. Opposite-side. 5 brackets matches 5 ADD.
sailing clipper,4,clipper,compound,,sailing,Sailing on clipper-stall base. 4 ADD = sailing(+2) + clipper-stall(2); JOB TOE > SAME IN [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,Mirror-safe batch: sailing two-dex chassis (mirror sailing-whirl/sailing-mirage) into the clipper-stall terminal. Base is clipper-stall per the X-clipper convention (gyro/pixie/diving-clipper all use clipper-stall); corrected from the inventory's clip-kick reading. 4 brackets matches 4 ADD.
sailing pickup,4,pickup,compound,,sailing,Sailing on pickup base. 4 ADD = sailing(+2) + pickup(2); JOB TOE > SAME IN [DEX] > OP OUT [DEX] > OP IN [DEX] > SAME TOE [DEL].,expert_reviewed,1,Mirror-safe batch: sailing two-dex chassis (mirror sailing-mirage) with pickup's OP-IN dex and same-toe terminal. 4 brackets matches 4 ADD.
fairy gyro symposium mirage,5,mirage,compound,,fairy|gyro|symposium,Fairy + gyro + symposium on mirage base. 5 ADD = fairy(+1) + gyro(+1) + symposium(+1) + mirage(2); JOB TOE > SAME OUT [DEX] > (back) SPIN [BOD] > (no plant while) SAME IN [BOD] [DEX] > OP TOE [DEL].,expert_reviewed,1,Composed: active fairy-gyro-mirage + symposium no-plant [BOD] fused onto the mirage dex. 5 brackets matches 5 ADD.
gyro diving symposium torque,7,torque,compound,,gyro|diving|symposium,Gyro + diving + symposium on torque base. 7 ADD = gyro(+1) + diving(+1) + symposium(+1) + torque(4); JOB CLIP > (back) SPIN [BOD] > DIVE [BOD] > (no plant while) SAME IN [BOD] [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL].,expert_reviewed,1,Composed: active gyro-ducking-symposium-torque with DUCK replaced by DIVE (both body-dip [BOD] insertions). 7 brackets matches 7 ADD.
spinning whirling symposium swirl,6,swirl,compound,,spinning|whirling|symposium,Spinning + whirling + symposium on swirl base. 6 ADD = spinning(+1) + whirling(+1) + symposium(+1) + swirl(3); JOB CLIP > (back) SPIN [BOD] > OP IN [DEX] > (no plant while) OP BACK SWIRL [BOD] [DEX] > SAME CLIP [XBD] [DEL].,expert_reviewed,1,Composed: active spinning-whirling-swirl + symposium no-plant [BOD] fused onto the back-swirl dex. 6 brackets matches 6 ADD.
pixie miraging symposium eggbeater,6,eggbeater,compound,,pixie|symposium,Pixie + miraging + symposium on eggbeater base. 6 ADD = pixie(+1) + miraging(+1) + symposium(+1) + eggbeater(3); JOB TOE > SAME IN [DEX] > OP IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > SAME TOE [DEL].,expert_reviewed,1,Composed: pixie set-dex prefix onto active miraging-symposium-eggbeater (pixie-miraging precedented by pixie-miraging-flail). 6 brackets matches 6 ADD.
shooting ducking butterfly,7,butterfly,compound,,shooting|ducking,Shooting + ducking on butterfly base. 7 ADD = shooting(+3) + ducking(+1) + butterfly(3); JOB CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > DUCK [BOD] > OP OUT [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,Composed: active shooting-butterfly with a ducking DUCK [BOD] inserted after the shooting dex-pair (shooting + second operator = notation-derivation per the frontier packet). 7 brackets matches 7 ADD.
shooting gyro mirage,6,mirage,compound,,shooting|gyro,Shooting + gyro on mirage base. 6 ADD = shooting(+3) + gyro(+1) + mirage(2); JOB CLIP > OP IN [DEX] > OP OUT [PDX] [DEX] > (back) SPIN [BOD] > OP IN [DEX] > OP TOE [DEL].,expert_reviewed,1,Composed: active shooting-mirage with a gyro back-spin inserted after the shooting dex-pair (shooting + second operator = notation-derivation per the frontier packet). 6 brackets matches 6 ADD.
swirling paradox symposium whirl,6,whirl,compound,,swirling|paradox|symposium,Swirling + paradox + symposium on whirl base. 6 ADD = swirling(+1) + paradox-symposium-whirl(5); JOB CLIP > SAME BACK SWIRL [DEX] > (no plant while) SAME IN [BOD] [PDX] [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,Composed: swirling back-swirl dex prefix onto active paradox-symposium-whirl (swirling-on-paradox precedented by swirling-paradox-mirage). 6 brackets matches 6 ADD.
spinning ducking symposium torque,7,torque,compound,king koopa|alpine super mario,spinning|ducking|symposium,Spinning + ducking + symposium on torque base. 7 ADD = spinning(+1) + ducking(+1) + symposium(+1) + torque(4); JOB SET > (back) SPIN [BOD] > DUCK [BOD] > (no plant while) OP IN [BOD] [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL].,expert_reviewed,1,Composed: active spinning-ducking-symposium-whirl chassis with the whirl terminal swapped for torque's back-spin + clip. 7 brackets matches 7 ADD. FootbagMoves reads the King Koopa form with an added paradox (Spinning Ducking Paradox Symposium Torque) and lists 8 but the platform publishes the paradox-free structural 7 and whether that paradox is scored is the open blurry-expansion question; single-source divergence.
Pogo Barfly,5,,compound,,,Eg. From a right clipper delay- hop over the bag with your left leg without putting your right clipper down. Then circle the bag from out to in twice with the right leg ending on left clipper delay.,expert_reviewed,1,"Activated from held footbag.org-pending row. Red pt2/pt4/pt7/pt8: Pogo is a set, distinct from stepping, contributes +0 (the no-plant hop is an already-counted [DEX], so the label adds nothing beyond it). Notation from footbag.org showmove; bracket-count==ADD verified. base_trick/family preserved from source; base-less rows left for a separate curator family pass."
Pogo Paradox Barrage,5,,compound,,,Eg. Right clipper set- hop over the footbag with your left leg and without putting the right leg down. Then circle the bag from in to out twice and then to a left toe delay.,expert_reviewed,1,"Activated from held footbag.org-pending row. Red pt2/pt4/pt7/pt8: Pogo is a set, distinct from stepping, contributes +0 (the no-plant hop is an already-counted [DEX], so the label adds nothing beyond it). Notation from footbag.org showmove; bracket-count==ADD verified. base_trick/family preserved from source; base-less rows left for a separate curator family pass."
Pogo Paradox Blender,6,blender,compound,,,,expert_reviewed,1,"Activated from held footbag.org-pending row. Red pt2/pt4/pt7/pt8: Pogo is a set, distinct from stepping, contributes +0 (the no-plant hop is an already-counted [DEX], so the label adds nothing beyond it). Notation from footbag.org showmove; bracket-count==ADD verified. base_trick/family preserved from source; base-less rows left for a separate curator family pass."
Pogo Paradox Da Da Curve,6,,compound,,,Eg. Execute a pogo set from your right clipper- then bring your right around the footbag from in to out- (in a paradox mirage motion) then hop to the right- bringing your left leg over the footbag from out to in- ending in a right clipper delay.,expert_reviewed,1,"Activated from held footbag.org-pending row. Red pt2/pt4/pt7/pt8: Pogo is a set, distinct from stepping, contributes +0 (the no-plant hop is an already-counted [DEX], so the label adds nothing beyond it). Notation from footbag.org showmove; bracket-count==ADD verified. base_trick/family preserved from source; base-less rows left for a separate curator family pass."
Pogo Paradox Drifter,5,clipper,compound,,,CLIP > (NO PLANT WHILE) OP IN dex > SAME IN dex > SAME CLIP,expert_reviewed,1,"Activated from held footbag.org-pending row. Red pt2/pt4/pt7/pt8: Pogo is a set, distinct from stepping, contributes +0 (the no-plant hop is an already-counted [DEX], so the label adds nothing beyond it). Notation from footbag.org showmove; bracket-count==ADD verified. base_trick/family preserved from source; base-less rows left for a separate curator family pass."
Pogo Paradox Eggbeater,5,legover,compound,,,Eg. Do a quick right pogo set to a right leg out to in dexterity- to a left leg out to in dexterity to left toe delay.,expert_reviewed,1,"Activated from held footbag.org-pending row. Red pt2/pt4/pt7/pt8: Pogo is a set, distinct from stepping, contributes +0 (the no-plant hop is an already-counted [DEX], so the label adds nothing beyond it). Notation from footbag.org showmove; bracket-count==ADD verified. base_trick/family preserved from source; base-less rows left for a separate curator family pass."
Pogo Paradox Mirage,4,mirage,compound,,,Eg. From a right clipper set the footbag around waist height and without putting the right leg down jump over the bag with the left leg. Then bring the right leg around the footbag from in to out then land on the right leg. Finally catch the footbag on a left toe.,expert_reviewed,1,"Activated from held footbag.org-pending row. Red pt2/pt4/pt7/pt8: Pogo is a set, distinct from stepping, contributes +0 (the no-plant hop is an already-counted [DEX], so the label adds nothing beyond it). Notation from footbag.org showmove; bracket-count==ADD verified. base_trick/family preserved from source; base-less rows left for a separate curator family pass."
Pogo Paradox Torque,6,torque,compound,,,Eg. Right clipper delay- hop over the bag with the left leg without putting the right leg down. Then bring the right leg around the bag from in to out simultaneously turning to the right and catching the bag on a left foot osis - or just ask Tuan Vu,expert_reviewed,1,"Activated from held footbag.org-pending row. Red pt2/pt4/pt7/pt8: Pogo is a set, distinct from stepping, contributes +0 (the no-plant hop is an already-counted [DEX], so the label adds nothing beyond it). Notation from footbag.org showmove; bracket-count==ADD verified. base_trick/family preserved from source; base-less rows left for a separate curator family pass."
Pogo Paradox Whirl,5,whirl,compound,,,,expert_reviewed,1,"Activated from held footbag.org-pending row. Red pt2/pt4/pt7/pt8: Pogo is a set, distinct from stepping, contributes +0 (the no-plant hop is an already-counted [DEX], so the label adds nothing beyond it). Notation from footbag.org showmove; bracket-count==ADD verified. base_trick/family preserved from source; base-less rows left for a separate curator family pass."
Pogo Paradox Whirling Swirl,6,whirl,compound,,,Eg. Right clipper delay- hop over the bag with the left leg without putting the right leg down. Then bring the right leg around the bag in a whirling motion. As your foot is on the way down hop off the left foot and complete a left foot swirl - or just ask Kenny Shults.,expert_reviewed,1,"Activated from held footbag.org-pending row. Red pt2/pt4/pt7/pt8: Pogo is a set, distinct from stepping, contributes +0 (the no-plant hop is an already-counted [DEX], so the label adds nothing beyond it). Notation from footbag.org showmove; bracket-count==ADD verified. base_trick/family preserved from source; base-less rows left for a separate curator family pass."
Pogo Pickup,3,,compound,,,,expert_reviewed,1,"Activated from held footbag.org-pending row. Red pt2/pt4/pt7/pt8: Pogo is a set, distinct from stepping, contributes +0 (the no-plant hop is an already-counted [DEX], so the label adds nothing beyond it). Notation from footbag.org showmove; bracket-count==ADD verified. base_trick/family preserved from source; base-less rows left for a separate curator family pass."
Pogo Voodoo,6,,compound,,,A Pogo Paradox Symposium Blur.,expert_reviewed,1,"Activated from held footbag.org-pending row. Red pt2/pt4/pt7/pt8: Pogo is a set, distinct from stepping, contributes +0 (the no-plant hop is an already-counted [DEX], so the label adds nothing beyond it). Notation from footbag.org showmove; bracket-count==ADD verified. base_trick/family preserved from source; base-less rows left for a separate curator family pass."
Backside Symposium Toe Blizzard,4,,compound,,,,expert_reviewed,1,Second mechanical batch: activated from held footbag.org-pending row with existing Jobs notation. bracket-count==ADD verified; notation uses only established tokens; no governance/precedent bucket. base_trick/family preserved from source; base-less rows left for a separate curator family pass.
Blistering Whirl,5,whirl,compound,,,A whirling gyro whirl.,expert_reviewed,1,Second mechanical batch: activated from held footbag.org-pending row with existing Jobs notation. bracket-count==ADD verified; notation uses only established tokens; no governance/precedent bucket. base_trick/family preserved from source; base-less rows left for a separate curator family pass.
Blurrier,5,mirage,compound,stepping near double down,,,expert_reviewed,1,Second mechanical batch: activated from held footbag.org-pending row with existing Jobs notation. bracket-count==ADD verified; notation uses only established tokens; no governance/precedent bucket. base_trick/family preserved from source; base-less rows left for a separate curator family pass.
Blurry Drifter,5,clipper,compound,,,,expert_reviewed,1,Second mechanical batch: activated from held footbag.org-pending row with existing Jobs notation. bracket-count==ADD verified; notation uses only established tokens; no governance/precedent bucket. base_trick/family preserved from source; base-less rows left for a separate curator family pass.
Blurry Symposium Whirl,6,whirl,compound,,,,expert_reviewed,1,Second mechanical batch: activated from held footbag.org-pending row with existing Jobs notation. bracket-count==ADD verified; notation uses only established tokens; no governance/precedent bucket. base_trick/family preserved from source; base-less rows left for a separate curator family pass.
Flog,4,,compound,,,,expert_reviewed,1,Second mechanical batch: activated from held footbag.org-pending row with existing Jobs notation. bracket-count==ADD verified; notation uses only established tokens; no governance/precedent bucket. base_trick/family preserved from source; base-less rows left for a separate curator family pass.
Leg Over Flapper Stall,4,,compound,,,Identical to a butterfly delay except catch the bag on a flapper delay instead of a clipper delay.,expert_reviewed,1,Second mechanical batch: activated from held footbag.org-pending row with existing Jobs notation. bracket-count==ADD verified; notation uses only established tokens; no governance/precedent bucket. base_trick/family preserved from source; base-less rows left for a separate curator family pass.
Terraging Opposite Clipper,4,clipper,compound,,,,expert_reviewed,1,Second mechanical batch: activated from held footbag.org-pending row with existing Jobs notation. bracket-count==ADD verified; notation uses only established tokens; no governance/precedent bucket. base_trick/family preserved from source; base-less rows left for a separate curator family pass.
Terraging Same Clipper,4,clipper,compound,,,,expert_reviewed,1,Second mechanical batch: activated from held footbag.org-pending row with existing Jobs notation. bracket-count==ADD verified; notation uses only established tokens; no governance/precedent bucket. base_trick/family preserved from source; base-less rows left for a separate curator family pass.
Toe Double Drifter,4,clipper,compound,,,,expert_reviewed,1,Second mechanical batch: activated from held footbag.org-pending row with existing Jobs notation. bracket-count==ADD verified; notation uses only established tokens; no governance/precedent bucket. base_trick/family preserved from source; base-less rows left for a separate curator family pass.
Toe Whirr,4,,compound,,,,expert_reviewed,1,Second mechanical batch: activated from held footbag.org-pending row with existing Jobs notation. bracket-count==ADD verified; notation uses only established tokens; no governance/precedent bucket. base_trick/family preserved from source; base-less rows left for a separate curator family pass.
Voodoo,5,,compound,,,,expert_reviewed,1,Second mechanical batch: activated from held footbag.org-pending row with existing Jobs notation. bracket-count==ADD verified; notation uses only established tokens; no governance/precedent bucket. base_trick/family preserved from source; base-less rows left for a separate curator family pass.
inside around the world,2,,dex,inside atw,,Canonical directional ATW variant performed from an inside stall. Structurally analogous to Around the World but using an inside delay surface.,expert_reviewed,1,"Directional ATW variant from an inside stall; independent 2-ADD atom with no compositional parent (base_trick empty/standalone). Around the World, Inside Around the World, and Outside Around the World are peer directional variants differing by entry surface, not a decomposition chain; around-the-world is a related trick, not a base or family parent."
outside around the world,2,,dex,outside atw,,Canonical directional ATW variant performed from an outside stall. Structurally analogous to Around the World but using an outside delay surface.,expert_reviewed,1,"Directional ATW variant from an outside stall; independent 2-ADD atom with no compositional parent (base_trick empty/standalone). Around the World, Inside Around the World, and Outside Around the World are peer directional variants differing by entry surface, not a decomposition chain; around-the-world is a related trick, not a base or family parent."
Blender Same Side,4,blender,compound,,,Same-side execution of blender; the dexterity stays on the plant side.,expert_reviewed,1,"Relative-side needs-authoring batch 1. Same-side variant of blender (base active, ADD 4); operational notation = blender with the dex set SAME; bracket-count==ADD; non-receiver base, no X-Dex."
Butterfly Same Side,3,butterfly,compound,,,Same-side execution of butterfly; the dexterity is pinned to the plant side.,expert_reviewed,1,"Relative-side needs-authoring batch 1. Same-side variant of butterfly; base dex is SAME/OP, pinned SAME; bracket-count==ADD (3); non-receiver, no X-Dex."
Stepping Clipper Same Side,3,stepping-clipper,compound,,,Same-side execution of stepping clipper.,expert_reviewed,1,"Relative-side needs-authoring batch 1. Same-side variant of stepping-clipper (base active, ADD 3); dex set SAME; bracket-count==ADD; non-receiver, no X-Dex."
Stepping Osis Same Side,4,stepping-osis,compound,,,Same-side execution of stepping osis.,expert_reviewed,1,"Relative-side needs-authoring batch 1. Same-side variant of stepping-osis (base active, ADD 4); dex set SAME; bracket-count==ADD; non-receiver, no X-Dex."
Surging Same Side Osis,5,surging-osis,compound,surging ss osis,,Same-side execution of surging osis.,expert_reviewed,1,"Relative-side needs-authoring batch 1. Same-side variant of surging-osis (base active, ADD 5); dex set SAME; bracket-count==ADD; non-receiver, no X-Dex. The 'ss' abbreviation is kept as an alias."
weaving mirage,3,mirage,compound,,weaving,Weaving-modified mirage (same-foot ducking set).,expert_reviewed,1,"Mirror of ducking mirage; weaving = +1 body modifier (sibling ducking set, same-foot catch). mirage(2) + weaving(1) = 3; bracket-count==ADD."
weaving clipper,3,clipper-stall,compound,,weaving,Weaving-modified clipper stall (same-foot ducking set).,expert_reviewed,1,"Mirror of ducking clipper; clipper-stall(2) + weaving(1) = 3; bracket-count==ADD."
weaving legover,3,legover,compound,,weaving,Weaving-modified legover (same-foot ducking set).,expert_reviewed,1,"Mirror of ducking legover; legover(2) + weaving(1) = 3; bracket-count==ADD."
weaving butterfly,4,butterfly,compound,,weaving,Weaving-modified butterfly (same-foot ducking set).,expert_reviewed,1,"Mirror of ducking butterfly; butterfly(3) + weaving(1) = 4; bracket-count==ADD."
weaving whirl,4,whirl,compound,,weaving,Weaving-modified whirl (same-foot ducking set).,expert_reviewed,1,"Mirror of ducking whirl; whirl(3) + weaving(1) = 4; bracket-count==ADD."
weaving osis,4,osis,compound,,weaving,Weaving-modified osis (same-foot ducking set).,expert_reviewed,1,"Mirror of ducking osis; osis(3) + weaving(1) = 4; bracket-count==ADD."
zulu mirage,3,mirage,compound,,zulu,Zulu-modified mirage (across-body ducking set).,expert_reviewed,1,"Mirror of ducking mirage; zulu = +1 body modifier (sibling ducking set, across-body bag path). mirage(2) + zulu(1) = 3; bracket-count==ADD."
zulu clipper,3,clipper-stall,compound,,zulu,Zulu-modified clipper stall (across-body ducking set).,expert_reviewed,1,"Mirror of ducking clipper; clipper-stall(2) + zulu(1) = 3; bracket-count==ADD."
zulu legover,3,legover,compound,,zulu,Zulu-modified legover (across-body ducking set).,expert_reviewed,1,"Mirror of ducking legover; legover(2) + zulu(1) = 3; bracket-count==ADD."
zulu butterfly,4,butterfly,compound,,zulu,Zulu-modified butterfly (across-body ducking set).,expert_reviewed,1,"Mirror of ducking butterfly; butterfly(3) + zulu(1) = 4; bracket-count==ADD."
zulu whirl,4,whirl,compound,,zulu,Zulu-modified whirl (across-body ducking set).,expert_reviewed,1,"Mirror of ducking whirl; whirl(3) + zulu(1) = 4; bracket-count==ADD."
zulu osis,4,osis,compound,,zulu,Zulu-modified osis (across-body ducking set).,expert_reviewed,1,"Mirror of ducking osis; osis(3) + zulu(1) = 4; bracket-count==ADD."
weaving drifter,4,drifter,compound,,weaving,Weaving-modified drifter (same-foot ducking set).,expert_reviewed,1,"Mirror of ducking drifter; drifter(3) + weaving(1) = 4; bracket-count==ADD."
weaving pickup,3,pickup,compound,,weaving,Weaving-modified pickup (same-foot ducking set).,expert_reviewed,1,"Mirror of ducking pickup; pickup(2) + weaving(1) = 3; bracket-count==ADD."
weaving illusion,3,illusion,compound,,weaving,Weaving-modified illusion (same-foot ducking set).,expert_reviewed,1,"Mirror of ducking illusion; illusion(2) + weaving(1) = 3; bracket-count==ADD."
weaving guay,3,guay,compound,,weaving,Weaving-modified guay (same-foot ducking set).,expert_reviewed,1,"Mirror of ducking guay; guay(2) + weaving(1) = 3; bracket-count==ADD. Family overridden to inside-stall (guay terminates in inside-stall), as for ducking-guay."
weaving double leg over,4,double-leg-over,compound,,weaving,Weaving-modified double leg over (same-foot ducking set).,expert_reviewed,1,"Mirror of ducking double leg over; double-leg-over(3) + weaving(1) = 4; bracket-count==ADD."
weaving toe stall,2,toe-stall,compound,,weaving,Weaving-modified toe stall (same-foot ducking set).,expert_reviewed,1,"Mirror of ducking toe stall; toe-stall(1) + weaving(1) = 2; bracket-count==ADD."
zulu drifter,4,drifter,compound,,zulu,Zulu-modified drifter (across-body ducking set).,expert_reviewed,1,"Mirror of ducking drifter; drifter(3) + zulu(1) = 4; bracket-count==ADD."
zulu pickup,3,pickup,compound,,zulu,Zulu-modified pickup (across-body ducking set).,expert_reviewed,1,"Mirror of ducking pickup; pickup(2) + zulu(1) = 3; bracket-count==ADD."
zulu illusion,3,illusion,compound,,zulu,Zulu-modified illusion (across-body ducking set).,expert_reviewed,1,"Mirror of ducking illusion; illusion(2) + zulu(1) = 3; bracket-count==ADD."
zulu guay,3,guay,compound,,zulu,Zulu-modified guay (across-body ducking set).,expert_reviewed,1,"Mirror of ducking guay; guay(2) + zulu(1) = 3; bracket-count==ADD. Family overridden to inside-stall (guay terminates in inside-stall), as for ducking-guay."
zulu double leg over,4,double-leg-over,compound,,zulu,Zulu-modified double leg over (across-body ducking set).,expert_reviewed,1,"Mirror of ducking double leg over; double-leg-over(3) + zulu(1) = 4; bracket-count==ADD."
zulu toe stall,2,toe-stall,compound,,zulu,Zulu-modified toe stall (across-body ducking set).,expert_reviewed,1,"Mirror of ducking toe stall; toe-stall(1) + zulu(1) = 2; bracket-count==ADD."
Pogo Illusion,3,illusion,compound,,pogo,Pogo-modified illusion.,expert_reviewed,1,"illusion(2) + pogo(1) = 3; bracket-count==ADD; operational notation mirrors the canonical pogo chassis."
Pogo Legover,3,legover,compound,,pogo,Pogo-modified leg over.,expert_reviewed,1,"legover(2) + pogo(1) = 3; bracket-count==ADD; operational notation mirrors the canonical pogo chassis."
Pogo Mirage,3,mirage,compound,,pogo,Pogo-modified mirage.,expert_reviewed,1,"mirage(2) + pogo(1) = 3; bracket-count==ADD; operational notation mirrors the canonical pogo chassis."
Pogo Barrage,4,barrage,compound,,pogo,Pogo-modified barrage.,expert_reviewed,1,"barrage(3) + pogo(1) = 4; bracket-count==ADD; operational notation mirrors the canonical pogo chassis."
Pogo Butterfly,4,butterfly,compound,,pogo,Pogo-modified butterfly.,expert_reviewed,1,"butterfly(3) + pogo(1) = 4; bracket-count==ADD; operational notation mirrors the canonical pogo chassis."
Pogo Drifter,4,drifter,compound,,pogo,Pogo-modified drifter.,expert_reviewed,1,"drifter(3) + pogo(1) = 4; bracket-count==ADD; operational notation mirrors the canonical pogo chassis."
Pogo Eggbeater,4,eggbeater,compound,,pogo,Pogo-modified eggbeater.,expert_reviewed,1,"eggbeater(3) + pogo(1) = 4; bracket-count==ADD; operational notation mirrors the canonical pogo chassis."
Pogo Whirl,4,whirl,compound,,pogo,Pogo-modified whirl.,expert_reviewed,1,"whirl(3) + pogo(1) = 4; bracket-count==ADD; operational notation mirrors the canonical pogo chassis."
Pogo Blender,5,blender,compound,,pogo,Pogo-modified blender.,expert_reviewed,1,"blender(4) + pogo(1) = 5; bracket-count==ADD; operational notation mirrors the canonical pogo chassis."
Pogo Torque,5,torque,compound,,pogo,Pogo-modified torque.,expert_reviewed,1,"torque(4) + pogo(1) = 5; bracket-count==ADD; operational notation mirrors the canonical pogo chassis."
Pogo Whirling Swirl,5,whirling_swirl,compound,,pogo,Pogo-modified whirling swirl.,expert_reviewed,1,"whirling swirl(4) + pogo(1) = 5; bracket-count==ADD; operational notation mirrors the canonical pogo chassis."
Atomic Swirl,4,swirl,compound,,atomic,Atomic-modified swirl.,expert_reviewed,1,"swirl(3) + atomic(1) = 4; swirl is not an X-Dex receiver so atomic contributes a flat +1 (no [XDEX]); bracket-count==ADD; operational notation mirrors the atomic +1 chassis."
Atomic Whirl,4,whirl,compound,,atomic,Atomic-modified whirl.,expert_reviewed,1,"whirl(3) + atomic(1) = 4; whirl is an X-Dex receiver but this is the default (not far) form so X-Dex does not fire (no [XDEX]); corpus-confirmed by atomic_torque/illusion/drifter all scoring base+1; bracket-count==ADD; operational notation mirrors the atomic +1 chassis."
Atomic Symposium Whirl,5,symposium_whirl,compound,,atomic,Atomic-modified symposium whirl.,expert_reviewed,1,"symposium whirl(4) + atomic(1) = 5; the terminal whirl is an X-Dex receiver but this is the default (not far) form so X-Dex does not fire (no [XDEX]); corpus-confirmed by atomic_symposium_mirage scoring base+1; bracket-count==ADD; operational notation mirrors the atomic +1 chassis; family = terminal whirl per the atomic_symposium precedent."
