name,slug,heading,source,sources,parser,doctrine,ledger,ledger_sub,resolves_to,complete_trick,exec_known,decomp_known,add_derivable,actionable,question,owner,disposition
Furious Butterfly (Jani Walker),furious-butterfly-jani-walker,Alias / duplicate archive,SG,stanford,,blocked,alias/A,,canon:jani_walker,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Furious Butterfly Swirl (Tsunami),furious-butterfly-swirl-tsunami,Alias / duplicate archive,SG,stanford,compression-ambiguity,stable,,,alias:tsunami->barraging_butterfly_swirl,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Furious DLO (Nebula),furious-dlo-nebula,Alias / duplicate archive,SG,stanford,compression-ambiguity,blocked,,,canon:nebula,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Furious Eggbeater (Clown Face),furious-eggbeater-clown-face,Alias / duplicate archive,SG,stanford,,blocked,,,canon:clown_face,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Furious Illusion (Fission),furious-illusion-fission,Alias / duplicate archive,SG,stanford,,stable,,,alias:fission->barraging_illusion,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Furious Mirage (Fury),furious-mirage-fury,Alias / duplicate archive,SG,stanford,,blocked,,,canon:fury,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Furious Symposium Eggbeater (Walrus),furious-symposium-eggbeater-walrus,Alias / duplicate archive,SG,stanford,,stable,,,alias:walrus->barraging_symposium_eggbeater,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Furious Symposium Mirage (Rage),furious-symposium-mirage-rage,Alias / duplicate archive,SG,stanford,,blocked,,,canon:rage,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Furious Whirl (Genesis),furious-whirl-genesis,Alias / duplicate archive,SG,stanford,,blocked,,,canon:genesis,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Fusing Mirage (Philibuster),fusing-mirage-philibuster,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Go-Go (stepping backspinning),go-go-stepping-backspinning,Alias / duplicate archive,FB,fborg,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Guillotine / Cower,guillotine-cower,Alias / duplicate archive,FM,footbagmoves,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
GYBAS/Grab Your Balls and Squeeze,gybas-grab-your-balls-and-squeeze,Alias / duplicate archive,PB,passback,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Gyro Diving Symposium Whirl (Colossus),gyro-diving-symposium-whirl-colossus,Alias / duplicate archive,SG,stanford,,stable,alias/A,,canon:colossus,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Gyro Double Down (Bullwhip),gyro-double-down-bullwhip,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,policy-dependent,alias/A,,canon:bullwhip,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Gyro Shaft (Symposium Bullwhip),gyro-shaft-symposium-bullwhip,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Gyro Symp Swirl,gyro-symp-swirl,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Gyro Symposium Torque Screw (Moirius),gyro-symposium-torque-screw-moirius,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Gyro Torque (Mobius),gyro-torque-mobius,Alias / duplicate archive,SG,stanford,,stable,,,canon:mobius,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Gyro Torque Screw (Moby Dick),gyro-torque-screw-moby-dick,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,,,canon:moby_dick,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
High Plains Drifter / Barrifter,high-plains-drifter-barrifter,Alias / duplicate archive,FM,footbagmoves,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
High Stepping Butterfly (Sunil Walk),high-stepping-butterfly-sunil-walk,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,alias:sunilwalk->barraging_butterfly,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
High Stepping DDD (Arch Nemesis) (Furious George),high-stepping-ddd-arch-nemesis-furious-george,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,canon:archnemesis; alias:furiousgeorge->archnemesis,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Hopover Spitfire (Furnace),hopover-spitfire-furnace,Alias / duplicate archive,SG,stanford,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Illusioning far Osis,illusioning-far-osis,Alias / duplicate archive,PB,passback,unknown-modifier-token,blocked,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Illusioning far Symp. Butterfly,illusioning-far-symp-butterfly,Alias / duplicate archive,PB,passback,unknown-modifier-token,blocked,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Illusioning Flail (Toe Massacre),illusioning-flail-toe-massacre,Alias / duplicate archive,SG,stanford,unknown-modifier-token,blocked,,,alias:toemassacre->atomic_flail,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Illusioning Legover,illusioning-legover,Alias / duplicate archive,MULTI,footbagmoves|passback,unknown-modifier-token,blocked,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Illusioning Legover (Eggbeater),illusioning-legover-eggbeater,Alias / duplicate archive,SG,stanford,unknown-modifier-token,blocked,alias/A,,canon:eggbeater,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Illusioning Osis (Flux),illusioning-osis-flux,Alias / duplicate archive,SG,stanford,unknown-modifier-token,blocked,,,canon:flux,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Illusioning Symp. Eggbeater,illusioning-symp-eggbeater,Alias / duplicate archive,PB,passback,unknown-modifier-token,blocked,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Illusioning Symposium Mirage (Slaughter),illusioning-symposium-mirage-slaughter,Alias / duplicate archive,SG,stanford,unknown-modifier-token,blocked,,,alias:slaughter->atomic_symposium_mirage,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Inward Gyro Guay,inward-gyro-guay,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,gyro_guay,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Inward Gyro Mirage,inward-gyro-mirage,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,gyro_mirage,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Inward Gyro Reverse Guay,inward-gyro-reverse-guay,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,gyro_reverse_guay,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Inward Gyro Symposium Mirage,inward-gyro-symposium-mirage,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,gyro_symposium_mirage,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Inward Gyro Torque (Inward Mobius),inward-gyro-torque-inward-mobius,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Johny Quest / Neutron Smasher,johny-quest-neutron-smasher,Alias / duplicate archive,FM,footbagmoves,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
L(wrap),l-wrap,Alias / duplicate archive,SG,stanford,folk-name-opacity,stable,alias/A,,canon:wrap,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
L_(walk),l-walk,Alias / duplicate archive,SG,stanford,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Leaning (stepping inspinning),leaning-stepping-inspinning,Alias / duplicate archive,FB,fborg,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Leaning Mirage (Leaning Jowler),leaning-mirage-leaning-jowler,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Leaning Osis (Macon Bacon),leaning-osis-macon-bacon,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Leaning Torque (Timberwulff),leaning-torque-timberwulff,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Leviathan,leviathan,Alias / duplicate archive,FM,footbagmoves,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Leviathan / Christina Aguilera,leviathan-christina-aguilera,Alias / duplicate archive,FM,footbagmoves,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Lotus / Void,lotus-void,Alias / duplicate archive,FM,footbagmoves,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Miraging Double Switchover (Kilo),miraging-double-switchover-kilo,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Miraging Dragon (Dragster),miraging-dragon-dragster,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Miraging far Clipper,miraging-far-clipper,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Miraging far Osis,miraging-far-osis,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Miraging Gyro Toe (Jughandle),miraging-gyro-toe-jughandle,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Miraging Pincher (Stepping op Squeeze),miraging-pincher-stepping-op-squeeze,Alias / duplicate archive,FB,fborg,ambiguous-terminal-mechanic,stable,,,alias:steppingopsqueeze->miraging_pincher,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Miraging Swirl (Swifter),miraging-swirl-swifter,Alias / duplicate archive,SG,stanford,,stable,alias/A,,alias:swifter->stepping_swirl,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Moshing Butterfly (Cripwalk),moshing-butterfly-cripwalk,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Nemosis,nemosis,Alias / duplicate archive,PB,passback,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Neutron (Atomic spin),neutron-atomic-spin,Alias / duplicate archive,FB,fborg,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Neutron DLO (Cataclysm),neutron-dlo-cataclysm,Alias / duplicate archive,SG,stanford,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Neutron Drifter (Irish Spring) (Tapping Gyro Drifter),neutron-drifter-irish-spring-tapping-gyro-drifter,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,,,canon:irish_spring; alias:tappinggyrodrifter->irish_spring,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Neutron Mirage (Neutron Smasher) (Johnny Quest),neutron-mirage-neutron-smasher-johnny-quest,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Neutron Smasher / Johny Quest,neutron-smasher-johny-quest,Alias / duplicate archive,FM,footbagmoves,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Neutron Torque (Irish Cream),neutron-torque-irish-cream,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,,,canon:irish_cream,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Nobius,nobius,Alias / duplicate archive,FM,footbagmoves,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Nuclear,nuclear,Alias / duplicate archive,FB,fborg,compression-ambiguity,stable,authoring/F,,,N,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Nuclear DDD (Cold Fusion) (Geesha),nuclear-ddd-cold-fusion-geesha,Alias / duplicate archive,SG,stanford,compression-ambiguity,policy-dependent,alias/A,,canon:cold_fusion; alias:geesha->cold_fusion,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Nuclear Osis (Nucleosis) (Aeon Flux) (Paradox Flux),nuclear-osis-nucleosis-aeon-flux-paradox-flux,Alias / duplicate archive,SG,stanford,compression-ambiguity,stable,,,alias:nucleosis->aeon_flux; canon:aeon_flux,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Nuclear ss Butterfly (Barfry),nuclear-ss-butterfly-barfry,Alias / duplicate archive,SG,stanford,compression-ambiguity,stable,,,canon:barfry,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Nuclear ss Dyno (Godzilla),nuclear-ss-dyno-godzilla,Alias / duplicate archive,SG,stanford,compression-ambiguity,stable,,,alias:godzilla->nuclear_dyno,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Nuclear ss Whirl (Hurl),nuclear-ss-whirl-hurl,Alias / duplicate archive,SG,stanford,,stable,,,canon:hurl,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Nuclear Symposium DLO (Oh Wheely),nuclear-symposium-dlo-oh-wheely,Alias / duplicate archive,SG,stanford,compression-ambiguity,policy-dependent,alias/A,,canon:oh_wheely,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Orpheus,orpheus,Alias / duplicate archive,FM,footbagmoves,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pandora (Spyro Pickup),pandora-spyro-pickup,Alias / duplicate archive,FB,fborg,folk-name-opacity,stable,,,alias:spyropickup->pandora,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Paradon Flapper (Ricochet),paradon-flapper-ricochet,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,canon:ricochet,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Paradon Osis (Ocean),paradon-osis-ocean,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Paradox Drifter XBD Rake (Snowflake),paradox-drifter-xbd-rake-snowflake,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Paradox Miraging Symposium Eggbeater (Armageddon),paradox-miraging-symposium-eggbeater-armageddon,Alias / duplicate archive,SG,stanford,,stable,,,canon:armageddon,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Paradox Miraging Symposium Mirage (Voodoo),paradox-miraging-symposium-mirage-voodoo,Alias / duplicate archive,SG,stanford,,stable,alias/A,,canon:voodoo,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Paralax (Spyro Legover),paralax-spyro-legover,Alias / duplicate archive,FB,fborg,folk-name-opacity,stable,,,parallax,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pdx DLO,pdx-dlo,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pdx Illusion,pdx-illusion,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pdx Symp Whirl,pdx-symp-whirl,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pdx Whirling Swirl,pdx-whirling-swirl,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Peeking (double spinning),peeking-double-spinning,Alias / duplicate archive,FB,fborg,folk-name-opacity,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Phasing Dyno (Downward Spiral),phasing-dyno-downward-spiral,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Phasing Mirage (Phase),phasing-mirage-phase,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Phasing Osis (Spiral),phasing-osis-spiral,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Phasing ss Swirl (Frankenstein),phasing-ss-swirl-frankenstein,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,alias:frankenstein->fairy_swirling_swirl,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie Butterfly Reverse Swirl (Dimwalk Reverse Swirl),pixie-butterfly-reverse-swirl-dimwalk-reverse-swirl,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie Butterfly Swivel (Dimwalk Swivel),pixie-butterfly-swivel-dimwalk-swivel,Alias / duplicate archive,SG,stanford,unknown-modifier-token,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie Butterfly XBD Rake (Dimwalk Rake),pixie-butterfly-xbd-rake-dimwalk-rake,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie Ducking Butterfly XBD Rake (Phoenix Rake),pixie-ducking-butterfly-xbd-rake-phoenix-rake,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie Ducking far DLO,pixie-ducking-far-dlo,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie Ducking Spinning Toe (Wahnsinn),pixie-ducking-spinning-toe-wahnsinn,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie far DLO,pixie-far-dlo,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie far Eggbeater,pixie-far-eggbeater,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie far Legover,pixie-far-legover,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie far Pickup,pixie-far-pickup,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie Gyro Torque (Pixie Mobius),pixie-gyro-torque-pixie-mobius,Alias / duplicate archive,SG,stanford,,stable,alias/A,,canon:pixie_mobius,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie Miraging Butterfly (Yoda),pixie-miraging-butterfly-yoda,Alias / duplicate archive,SG,stanford,,stable,alias/A,,canon:yoda,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie near Legover,pixie-near-legover,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie op Toe / Toe ss Mirage,pixie-op-toe-toe-ss-mirage,Alias / duplicate archive,PB,passback,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie Spinning Blender (Overlord),pixie-spinning-blender-overlord,Alias / duplicate archive,SG,stanford,,stable,alias/A,,canon:overlord,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie Spinning PS Whirl (Blue Widow),pixie-spinning-ps-whirl-blue-widow,Alias / duplicate archive,SG,stanford,,stable,alias/A,,canon:blue_widow,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie Spinning Whirl (Slapstick),pixie-spinning-whirl-slapstick,Alias / duplicate archive,SG,stanford,,stable,alias/A,,canon:slapstick,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie ss Barrage,pixie-ss-barrage,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie ss Blender,pixie-ss-blender,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie ss Butterfly Swirl (Park Walk Swirl),pixie-ss-butterfly-swirl-park-walk-swirl,Alias / duplicate archive,SG,stanford,ambiguous-terminal-mechanic,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie ss DLO,pixie-ss-dlo,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie ss Double Over Down,pixie-ss-double-over-down,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie ss Drifter (Catacomb),pixie-ss-drifter-catacomb,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie ss Dyno,pixie-ss-dyno,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie ss Dyno (Majello),pixie-ss-dyno-majello,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie ss Eggbeater,pixie-ss-eggbeater,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie ss Flail,pixie-ss-flail,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie ss Legover (Magellan),pixie-ss-legover-magellan,Alias / duplicate archive,SG,stanford,,stable,alias/A,,canon:magellan,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie ss Osis,pixie-ss-osis,Alias / duplicate archive,FM,footbagmoves,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
Pixie ss Osis (Maverick),pixie-ss-osis-maverick,Alias / duplicate archive,SG,stanford,,stable,alias/A,,same-formula-row,Y,Y,Y,Y,N,already resolved: lookup archive,mechanical,LIVE-IDENT (alias archive)
